employee_id,base_salary,bonus,salary_band,compa_ratio,last_comp_review_date
2864,181817,20031.96,Band A,1.22,2025-06-28
2865,112086,11571.92,Band A,1.13,2024-07-08
2866,62905,6463.52,Band D,1.14,2024-12-15
2867,164646,11302.57,Band D,1.05,2024-11-01
2868,75173,2470.77,Band A,1.22,2024-08-14
2869,157696,24400.98,Band E,0.96,2025-05-23
2870,130260,21011.5,Band D,0.99,2026-01-14
2871,94665,12916.99,Band C,1.14,2024-06-02
2872,83345,13536.3,Band C,0.98,2025-01-06
2873,62377,10724.88,Band E,1.01,2025-04-20
2874,165132,6873.49,Band D,1.1,2024-11-30
2875,77003,4846.45,Band E,1.02,2024-07-06
2876,168337,32294.06,Band C,0.98,2024-06-19
2877,110310,13523.33,Band C,0.9,2025-10-23
2878,132418,10708.94,Band B,0.86,2025-01-17
2879,180693,11352.59,Band C,1.03,2025-02-20
2880,172489,12942.01,Band A,1.09,2024-11-26
2881,181777,34525.22,Band A,1.25,2025-08-07
2882,74274,12788.31,Band A,0.94,2025-08-23
2883,193737,9904.78,Band E,0.85,2026-05-07
2884,200860,22801.06,Band D,1.09,2026-05-13
2885,116853,3937.5,Band E,0.8,2025-10-02
2886,140392,23123.09,Band B,0.86,2025-03-22
2887,207307,15799.19,Band A,1.25,2025-04-06
2888,168528,32814.65,Band C,0.92,2024-10-17
2889,120954,13873.81,Band E,1.19,2026-03-16
2890,114469,21858.44,Band E,0.83,2025-04-01
2891,208732,23856.12,Band C,1.24,2025-09-10
2892,206097,23087.44,Band D,1.08,2025-09-03
2893,102999,19513.94,Band B,1.07,2024-07-27
2894,56897,3251.9,Band E,1.09,2024-10-29
2895,86838,6333.53,Band D,0.84,2024-11-23
2896,80930,5678.39,Band C,1.02,2024-06-27
2897,201021,38208.98,Band D,1.05,2025-04-06
2898,85654,12049.65,Band D,1.18,2024-12-06
2899,198081,20558.97,Band E,0.91,2025-01-19
2900,108124,11719.68,Band C,1.2,2026-04-19
2901,106809,18512.7,Band B,1.17,2025-03-25
2902,56689,7778.45,Band C,1.05,2026-02-25
2903,123008,9336.62,Band E,1.11,2025-09-26
2904,110290,18709.54,Band B,1.11,2024-09-26
2905,64920,11441.33,Band C,0.93,2026-01-11
2906,70134,5181.77,Band A,0.78,2025-08-09
2907,102041,10927.62,Band C,1.11,2024-06-15
2908,131968,25653.85,Band C,1.19,2024-09-01
2909,117862,12235.99,Band E,1.09,2024-11-30
2910,206703,9174.95,Band E,0.77,2025-10-25
2911,109478,12841.74,Band C,1.22,2026-01-03
2912,79752,5392.85,Band E,0.89,2024-09-19
2913,75600,3399.71,Band C,1.11,2025-03-03
2914,98356,16436.95,Band D,0.97,2024-08-27
2915,172777,15797.73,Band A,1.01,2026-03-31
2916,98967,14390.44,Band B,1.12,2024-07-01
2917,194411,10443.11,Band E,1.19,2026-05-06
2918,209370,37694.86,Band E,0.85,2025-08-02
2919,187632,10192.55,Band D,0.94,2025-12-25
2920,132791,4952.07,Band C,0.83,2024-07-29
2921,117980,7000.18,Band B,1.18,2026-01-21
2922,118546,4376.12,Band D,1.12,2025-08-17
2923,182426,9346.76,Band C,0.97,2025-03-30
2924,185670,32608.4,Band B,0.93,2024-06-28
2925,123435,7463.74,Band A,0.9,2024-07-12
2926,106563,18296.1,Band D,0.9,2026-01-05
2927,209531,11066.36,Band B,1.02,2026-03-13
2928,199013,11724.31,Band C,0.96,2024-09-14
2929,176782,26358.89,Band D,0.86,2026-05-17
2930,112508,15715.55,Band E,1.14,2024-10-12
2931,55707,6966.58,Band E,0.85,2024-06-12
2932,194766,29837.25,Band D,0.88,2024-10-16
2933,94444,11392.89,Band C,0.99,2024-09-02
2934,187853,23565.63,Band A,0.87,2024-08-16
2935,188957,18933.65,Band B,0.88,2026-06-02
2936,207115,9432.63,Band C,1.23,2025-08-01
2937,102051,7992.69,Band A,1.05,2025-12-24
2938,135219,10715.18,Band C,1.24,2025-09-19
2939,68787,13176.68,Band D,1.21,2025-08-09
2940,134700,11454.63,Band B,0.96,2025-04-14
2941,168419,24617.81,Band B,0.88,2025-03-17
2942,156504,20747.42,Band E,1.19,2025-11-28
2943,146144,25631.78,Band A,0.85,2024-07-18
2944,98379,15262.46,Band A,1.16,2026-02-01
2945,119356,4889.64,Band C,0.85,2025-02-18
2946,162069,16939.05,Band B,0.9,2025-05-22
2947,137563,6822.67,Band C,0.97,2026-03-26
2948,209098,13702.68,Band E,1.15,2025-03-07
2949,80236,14232.02,Band B,0.8,2025-04-04
2950,117154,13877.75,Band B,0.97,2025-02-28
2951,186736,13399.38,Band C,0.82,2026-02-01
2952,167103,25589.88,Band D,1.25,2025-04-17
2953,85444,14809.98,Band E,0.91,2026-02-24
2954,102464,13006.32,Band D,1.07,2026-05-29
2955,115561,14343.78,Band A,0.77,2024-07-16
2956,141332,17438.91,Band B,1.01,2025-07-06
2957,122246,3992.36,Band B,1.18,2025-09-24
2958,91715,12427.81,Band E,1.08,2024-07-06
2959,207754,20262.14,Band C,1.2,2025-12-15
2960,60000,3118.67,Band C,1.17,2024-11-22
2961,83689,10354.18,Band C,1.19,2025-01-26
2962,150713,21945.06,Band E,0.89,2026-01-20
2963,205845,8138.63,Band A,0.83,2025-05-05
2964,155937,11160.32,Band B,1.08,2026-02-07
2965,127815,11675.18,Band A,1.05,2025-01-06
2966,154885,21399.53,Band C,1.15,2025-02-06
2967,108577,7709.26,Band C,0.93,2024-11-13
2968,134048,20619.72,Band C,1.09,2026-04-06
2969,194864,6174.57,Band C,0.92,2025-02-26
2970,75068,6454.23,Band C,0.92,2024-10-31
2971,145693,19740.4,Band A,0.75,2026-04-15
2972,162601,6732.2,Band C,1.02,2026-01-19
2973,208909,30048.73,Band C,1.16,2025-08-02
2974,173367,21905.52,Band E,0.76,2024-07-17
2975,118685,14072.38,Band C,0.98,2025-07-25
2976,91958,13808.68,Band C,1.2,2024-07-22
2977,108438,11559.74,Band B,0.92,2026-01-16
2978,75574,3783.62,Band D,0.87,2024-07-15
2979,169342,9015.06,Band E,0.99,2025-05-08
2980,91152,15976.75,Band D,0.79,2026-02-16
2981,64356,8778.65,Band A,1.19,2025-11-28
2982,193479,17697.63,Band A,1.18,2024-07-30
2983,204299,32597.01,Band A,1.23,2025-05-06
2984,78128,2528.51,Band E,0.82,2025-05-18
2985,85163,15208.23,Band B,1.01,2025-02-09
2986,164263,8239.04,Band A,1.16,2025-08-01
2987,72510,12900.97,Band C,1.01,2026-05-18
2988,206693,16923.64,Band C,1.14,2025-06-11
2989,127242,24745.99,Band E,0.88,2025-01-22
2990,116508,12799.1,Band E,1.03,2024-09-21
2991,186707,20403.67,Band B,0.91,2025-11-15
2992,141668,7338.39,Band C,1.22,2024-08-27
2993,177914,14380.39,Band A,1.15,2025-07-07
2994,123300,22190.07,Band E,1.07,2025-11-23
2995,99808,16023.61,Band C,1.0,2025-10-26
2996,86909,7773.68,Band A,1.08,2026-02-03
2997,102936,12523.48,Band C,1.15,2025-10-23
2998,129343,5635.79,Band D,1.16,2025-02-18
2999,63389,8447.46,Band E,1.16,2026-02-05
3000,182052,35191.41,Band C,0.87,2024-12-30
3001,186830,21929.83,Band D,1.16,2024-11-03
3002,89475,8413.32,Band D,1.25,2024-12-11
3003,136880,4175.99,Band D,1.07,2025-07-07
3004,170275,10507.49,Band B,0.93,2026-03-26
3005,153256,23696.94,Band D,0.87,2025-09-19
3006,122825,15187.13,Band D,1.04,2026-05-17
3007,168423,13467.77,Band A,0.89,2025-11-30
3008,119039,5434.33,Band D,1.23,2025-11-04
3009,109006,5110.27,Band B,1.1,2025-08-09
3010,86271,3487.88,Band C,1.14,2024-11-03
3011,99040,11212.26,Band E,0.86,2025-08-29
3012,120931,23311.84,Band D,0.95,2026-04-30
3013,151765,29036.66,Band D,1.19,2025-10-02
3014,163225,15759.18,Band C,0.8,2026-01-05
3015,91427,3004.32,Band B,1.22,2026-02-10
3016,78107,11246.68,Band B,1.24,2025-12-27
3017,172588,14573.53,Band B,1.24,2025-12-07
3018,103325,5818.89,Band E,0.78,2026-01-19
3019,56630,2918.21,Band B,1.22,2025-08-23
3020,191634,23877.61,Band C,1.09,2024-07-18
3021,75915,7867.31,Band E,0.87,2025-12-21
3022,131606,17103.39,Band A,0.92,2026-04-26
3023,77211,11331.51,Band C,1.2,2026-01-04
3024,169506,10417.43,Band E,1.2,2024-09-04
3025,124862,14267.82,Band E,0.82,2025-11-01
3026,193779,20441.05,Band A,0.92,2024-09-12
3027,138742,18802.51,Band C,1.01,2026-04-26
3028,91289,3198.63,Band C,1.17,2026-05-12
3029,115374,8207.27,Band D,0.84,2024-11-27
3030,148852,28289.05,Band E,0.82,2024-08-16
3031,123327,22520.69,Band C,1.06,2025-09-05
3032,179942,8328.44,Band B,0.99,2024-12-21
3033,188505,15881.72,Band A,1.16,2025-05-01
3034,164403,17309.41,Band E,0.76,2026-02-11
3035,109290,9745.63,Band E,0.95,2024-08-29
3036,96390,9100.58,Band C,0.76,2024-06-17
3037,167928,7236.15,Band E,0.81,2025-04-07
3038,142270,24917.09,Band D,1.08,2026-04-04
3039,183473,35917.84,Band C,0.88,2025-08-03
3040,99662,10886.39,Band B,1.11,2026-03-30
3041,201094,14979.89,Band E,0.93,2025-02-24
3042,189769,27208.73,Band B,0.79,2024-07-23
3043,80878,13273.44,Band A,1.04,2024-12-03
3044,59799,3625.81,Band E,0.95,2024-07-25
3045,134399,14835.58,Band C,0.99,2025-08-17
3046,126948,14058.93,Band D,1.0,2025-04-10
3047,132157,14292.83,Band B,0.96,2025-09-12
3048,200048,33279.14,Band A,0.78,2025-02-13
3049,95199,5149.19,Band B,1.06,2025-11-15
3050,194630,25694.17,Band A,0.92,2024-08-22
3051,68384,8501.33,Band B,1.1,2024-12-31
3052,165879,18482.64,Band A,0.96,2025-10-17
3053,200758,19491.08,Band D,1.08,2025-08-26
3054,78341,14614.57,Band B,1.09,2026-02-23
3055,60676,9321.78,Band D,0.79,2025-11-19
3056,107661,20540.67,Band E,1.01,2026-03-23
3057,152144,30268.44,Band E,1.06,2025-11-18
3058,195365,30062.26,Band C,0.8,2025-09-05
3059,160543,28586.48,Band D,0.81,2026-03-09
3060,187706,13043.24,Band A,0.84,2024-08-26
3061,157867,23352.19,Band E,1.2,2026-01-13
3062,197134,17548.84,Band E,0.76,2025-11-04
3063,196134,19392.65,Band A,1.07,2026-01-13
3064,208515,39965.15,Band D,1.13,2026-01-26
3065,155485,5944.75,Band B,1.23,2026-05-14
3066,170808,30660.83,Band D,0.9,2024-10-25
3067,192308,15219.12,Band E,0.85,2026-03-26
3068,192178,11535.59,Band C,1.07,2026-03-06
3069,152548,4647.89,Band E,1.19,2026-03-09
3070,145195,27221.5,Band C,1.07,2025-05-22
3071,199560,28466.18,Band D,1.13,2024-06-28
3072,77427,14110.98,Band A,1.16,2024-08-07
3073,118230,8297.69,Band A,0.99,2026-03-15
3074,191218,37085.32,Band E,0.78,2026-05-12
3075,158901,31427.33,Band D,1.19,2025-07-29
3076,97692,4205.34,Band D,1.06,2025-09-21
3077,191537,27661.46,Band A,0.91,2025-06-18
3078,103815,12709.31,Band B,1.07,2026-05-12
3079,128780,9830.46,Band B,1.23,2025-03-11
3080,175584,34329.84,Band E,1.13,2026-05-12
3081,200784,9745.86,Band E,0.89,2025-11-08
3082,199975,27209.93,Band B,0.94,2024-11-03
3083,134502,8008.33,Band E,1.08,2025-11-05
3084,146865,29234.96,Band E,1.17,2024-11-06
3085,103047,17830.94,Band D,1.23,2024-10-08
3086,197009,19502.06,Band C,0.92,2024-07-29
3087,117491,11164.45,Band C,1.21,2026-02-15
3088,202914,27689.18,Band C,0.96,2026-04-21
3089,143274,22105.82,Band E,1.19,2025-11-14
3090,93538,8601.81,Band B,0.8,2025-07-18
3091,122602,23728.61,Band E,0.98,2024-11-15
3092,67512,10814.19,Band C,0.92,2025-02-05
3093,166341,23082.59,Band D,1.21,2026-01-11
3094,147387,11844.88,Band C,1.09,2025-10-02
3095,187886,15432.94,Band C,0.88,2025-10-27
3096,124111,13960.39,Band E,0.99,2025-04-09
3097,129258,22959.46,Band C,0.78,2026-02-02
3098,110700,4917.43,Band C,0.94,2025-10-19
3099,167009,9943.91,Band C,0.98,2024-10-17
3100,208575,33758.09,Band C,1.18,2024-08-09
3101,180168,20138.18,Band D,0.89,2025-07-06
3102,98044,18301.31,Band B,1.21,2024-06-03
3103,153407,11308.07,Band B,1.14,2026-05-05
3104,80984,9762.47,Band A,0.79,2025-03-19
3105,122046,21366.48,Band E,1.15,2025-10-18
3106,135140,13875.59,Band A,1.03,2024-08-12
3107,106204,18400.48,Band D,1.08,2025-09-19
3108,86233,8639.17,Band D,1.22,2025-04-04
3109,114700,11092.36,Band E,0.93,2024-08-01
3110,56078,5279.82,Band D,0.78,2025-04-11
3111,137343,24498.56,Band C,1.03,2025-06-14
3112,162452,28777.16,Band D,0.84,2026-04-15
3113,112619,5610.87,Band E,1.1,2024-06-24
3114,152079,18331.56,Band C,1.06,2026-05-19
3115,136670,22448.43,Band C,0.84,2025-07-23
3116,205276,37884.51,Band A,0.82,2024-10-30
3117,132010,21921.17,Band C,1.15,2025-03-27
3118,198695,19546.72,Band D,1.03,2025-06-21
3119,83680,10951.22,Band B,0.76,2025-10-09
3120,129267,4158.73,Band D,0.96,2024-09-25
3121,165008,8817.15,Band B,0.85,2024-06-10
3122,153089,14009.9,Band C,0.83,2025-06-16
3123,121145,15413.58,Band E,0.96,2024-12-17
3124,104746,15725.66,Band B,0.99,2025-05-24
3125,205480,8691.0,Band D,0.99,2024-11-11
3126,130107,22994.88,Band D,0.8,2024-11-20
3127,135674,15917.75,Band B,0.86,2025-08-06
3128,154275,23418.87,Band D,1.07,2024-09-16
3129,119147,19986.25,Band B,0.85,2024-08-20
3130,167194,31786.21,Band D,1.06,2025-06-02
3131,107634,17869.08,Band A,1.12,2025-05-09
3132,168515,29430.95,Band C,0.97,2024-09-30
3133,64391,3257.63,Band A,1.16,2025-04-18
3134,74959,2272.23,Band D,0.81,2024-10-22
3135,158593,12090.8,Band C,1.02,2026-03-30
3136,198485,37941.41,Band C,1.05,2024-09-01
3137,150926,11928.57,Band B,0.92,2026-03-29
3138,98605,17480.12,Band A,0.88,2025-03-19
3139,117189,16225.07,Band D,1.15,2025-11-13
3140,62305,10739.48,Band A,0.93,2024-06-17
3141,200302,8034.39,Band D,0.96,2025-01-29
3142,142645,27991.47,Band C,0.94,2026-01-11
3143,59466,5145.29,Band C,1.18,2026-01-21
3144,137021,23030.47,Band A,0.93,2025-09-13
3145,188919,23514.83,Band B,1.03,2025-11-30
3146,92516,7912.36,Band C,0.9,2026-03-03
3147,109242,21434.53,Band D,0.78,2025-06-08
3148,115602,14476.92,Band B,0.78,2025-08-31
3149,56205,8588.96,Band B,1.07,2025-02-19
3150,191759,35634.43,Band E,0.77,2024-09-13
3151,78078,12364.43,Band C,1.06,2025-03-24
3152,104108,15656.39,Band A,0.91,2024-07-12
3153,144337,20940.47,Band B,1.18,2024-09-11
3154,81404,4848.38,Band D,0.81,2025-10-19
3155,172719,11301.3,Band B,1.15,2024-10-17
3156,150574,18259.22,Band E,1.03,2025-11-28
3157,186205,24715.76,Band D,1.07,2024-09-17
3158,99999,17105.81,Band A,0.88,2024-06-23
3159,131578,7369.92,Band E,0.84,2024-09-15
3160,88931,15234.17,Band D,1.01,2025-03-07
3161,112397,6916.73,Band D,0.78,2025-04-15
3162,133785,19825.58,Band C,1.2,2024-12-03
3163,183243,31218.47,Band D,1.19,2024-09-27
3164,106148,14366.14,Band C,0.8,2024-06-03
3165,144701,11176.56,Band B,1.0,2025-08-10
3166,116248,5622.54,Band A,0.75,2025-01-13
3167,95890,12743.08,Band E,0.88,2024-07-03
3168,56291,6706.51,Band B,1.12,2025-02-06
3169,79505,12129.31,Band B,1.09,2025-02-13
3170,97416,7375.57,Band E,1.06,2025-01-12
3171,180164,27644.99,Band A,1.1,2026-05-29
3172,88830,4742.29,Band B,0.87,2024-10-23
3173,188520,20120.21,Band B,1.15,2025-11-14
3174,151129,17554.57,Band E,0.82,2026-04-10
3175,143984,7874.8,Band A,0.99,2025-06-09
3176,204684,21165.43,Band C,1.08,2024-10-02
3177,111680,15048.07,Band E,0.91,2026-03-15
3178,121806,23057.32,Band D,0.93,2025-08-04
3179,94388,16112.48,Band A,1.18,2025-12-07
3180,162728,19851.0,Band A,1.04,2025-12-14
3181,118881,6185.62,Band B,1.0,2026-02-17
3182,65791,8121.17,Band B,1.0,2024-10-15
3183,58430,6370.47,Band B,0.75,2024-10-14
3184,190851,32537.8,Band A,1.17,2024-09-03
3185,105259,14428.91,Band A,0.83,2026-06-01
3186,65195,4575.14,Band B,0.9,2024-11-16
3187,93013,7300.59,Band C,1.22,2024-07-19
3188,116618,13836.33,Band E,1.02,2025-10-08
3189,87652,8993.6,Band B,1.06,2025-07-05
3190,114062,10516.34,Band C,1.07,2025-06-23
3191,144743,13125.32,Band D,0.78,2024-09-24
3192,155702,9284.12,Band D,0.9,2026-01-12
3193,100604,7363.88,Band A,1.15,2025-04-23
3194,157260,14413.54,Band C,1.07,2026-02-01
3195,143806,14883.35,Band C,0.91,2025-04-05
3196,206215,18447.38,Band E,1.19,2025-03-14
3197,103036,19766.5,Band E,1.22,2024-11-20
3198,80743,13263.87,Band A,0.97,2025-07-27
3199,131418,10607.31,Band B,1.14,2025-04-24
3200,60020,3889.54,Band B,0.76,2024-09-06
3201,197281,20929.49,Band E,0.79,2025-09-16
3202,84349,2605.79,Band D,1.09,2024-09-19
3203,77190,7407.6,Band C,0.78,2025-09-17
3204,173046,15414.5,Band E,0.82,2025-12-07
3205,138360,21609.12,Band D,0.99,2024-12-31
3206,55552,6716.37,Band D,0.75,2026-04-28
3207,132719,7033.13,Band B,0.99,2025-11-01
3208,113911,11437.7,Band B,1.14,2026-01-22
3209,153658,20257.42,Band B,0.77,2024-11-17
3210,203182,7771.32,Band B,1.11,2024-10-14
3211,207268,12293.14,Band D,1.06,2024-11-10
3212,205589,27660.59,Band E,1.23,2024-08-02
3213,169037,14773.54,Band E,1.21,2024-11-19
3214,91422,10486.89,Band A,1.21,2025-08-16
3215,202799,34329.37,Band D,1.03,2024-10-22
3216,106062,4045.54,Band B,0.84,2025-09-19
3217,67129,5632.26,Band C,0.95,2025-12-06
3218,195559,33246.1,Band C,0.78,2024-07-25
3219,57133,4267.88,Band E,1.25,2026-02-25
3220,61346,10763.18,Band E,0.85,2025-06-10
3221,71279,7107.07,Band E,0.8,2026-05-31
3222,118104,6898.69,Band E,0.84,2024-11-30
3223,79991,6209.9,Band C,1.22,2024-11-09
3224,82591,14913.96,Band D,0.88,2025-01-11
3225,75702,10733.47,Band A,0.98,2025-03-19
3226,144119,24132.16,Band E,0.93,2024-08-08
3227,154047,6042.02,Band A,0.96,2025-02-10
3228,111184,3902.31,Band A,1.24,2025-05-23
3229,104691,16192.37,Band D,1.05,2026-03-22
3230,107820,15411.39,Band D,0.88,2025-02-08
3231,72394,11381.38,Band D,0.97,2025-12-25
3232,168298,23912.26,Band C,1.14,2025-04-16
3233,193493,36354.62,Band A,1.2,2024-07-15
3234,79880,14677.74,Band E,0.93,2025-08-17
3235,129005,25093.41,Band C,1.13,2025-04-26
3236,107704,4696.53,Band B,1.01,2025-12-30
3237,156066,14487.37,Band C,1.14,2026-03-03
3238,166479,10011.51,Band D,1.1,2024-07-18
3239,168423,19291.84,Band B,1.1,2024-11-13
3240,146466,5321.75,Band A,1.03,2024-06-25
3241,121658,3784.74,Band A,0.84,2025-05-18
3242,175567,28312.74,Band B,1.23,2025-02-01
3243,149590,22641.33,Band C,1.17,2026-02-23
3244,58574,2174.88,Band A,1.11,2025-08-20
3245,142159,24694.45,Band A,0.83,2025-03-02
3246,87621,13463.67,Band B,1.09,2025-02-19
3247,160719,13839.39,Band C,0.88,2024-10-22
3248,140274,27193.82,Band A,1.02,2025-06-25
3249,148348,22974.36,Band A,0.96,2025-03-17
3250,140179,4333.7,Band B,1.22,2024-11-24
3251,59608,4911.29,Band B,1.11,2024-06-13
3252,59514,3298.49,Band A,0.8,2024-10-19
3253,182337,18226.74,Band D,0.81,2025-03-07
3254,58014,6659.74,Band B,0.95,2024-07-22
3255,114685,18183.05,Band E,0.89,2025-03-29
3256,62936,4941.01,Band B,1.05,2025-03-25
3257,200361,19466.96,Band D,0.86,2026-02-15
3258,125183,21320.55,Band B,0.9,2025-07-08
3259,162554,6095.57,Band E,0.77,2025-06-07
3260,127996,7600.66,Band C,0.82,2025-05-05
3261,179563,5918.48,Band B,0.91,2026-05-14
3262,80619,11837.76,Band E,0.84,2025-08-05
3263,77207,5110.54,Band D,1.06,2025-05-25
3264,71978,10664.4,Band E,1.23,2025-11-04
3265,145125,17187.32,Band D,0.98,2025-07-08
3266,184573,10977.83,Band D,1.21,2024-12-07
3267,127364,15115.44,Band A,0.83,2026-04-09
3268,80327,6632.18,Band C,0.84,2026-03-19
3269,89884,11334.92,Band B,1.22,2025-12-07
3270,167974,21359.62,Band E,1.02,2024-10-18
3271,72235,2819.12,Band A,1.17,2026-03-11
3272,138511,14739.24,Band C,1.14,2025-03-23
3273,151648,27042.68,Band A,1.22,2024-09-13
3274,140616,15251.87,Band B,0.91,2024-09-28
3275,204887,30476.65,Band A,1.23,2024-07-22
3276,95880,4048.85,Band C,0.86,2025-12-04
3277,108012,12345.19,Band D,0.84,2026-03-21
3278,112512,15226.34,Band E,0.95,2025-11-25
3279,119651,11109.81,Band A,0.79,2025-10-18
3280,70086,4957.13,Band A,1.22,2025-12-01
3281,117140,15411.22,Band E,0.77,2026-05-19
3282,88281,9342.91,Band A,0.95,2026-05-06
3283,200771,15166.77,Band E,1.13,2026-01-18
3284,121701,13748.91,Band A,0.99,2025-03-27
3285,167710,18372.79,Band C,0.82,2025-01-11
3286,74194,4288.89,Band C,0.88,2025-11-25
3287,137241,4785.87,Band B,1.18,2025-09-11
3288,154290,24104.02,Band B,0.84,2025-05-21
3289,55629,8638.15,Band B,1.05,2026-05-16
3290,163626,31625.34,Band A,1.14,2024-06-24
3291,95551,12632.13,Band B,0.98,2024-06-23
3292,104734,15045.05,Band D,1.0,2026-01-11
3293,195859,10626.97,Band C,1.18,2025-08-06
3294,139100,24032.07,Band E,0.98,2026-04-01
3295,86792,5502.1,Band E,1.18,2025-06-10
3296,118439,8655.96,Band C,0.98,2025-07-28
3297,82342,13739.6,Band D,0.82,2024-09-27
3298,145198,4694.25,Band D,0.77,2025-02-09
3299,100660,12294.46,Band E,1.16,2025-02-24
3300,89947,9561.07,Band D,1.13,2026-03-03
3301,170317,33637.27,Band D,0.89,2026-02-26
3302,75677,11845.16,Band A,0.76,2024-09-01
3303,96198,9940.79,Band C,0.85,2024-10-28
3304,136199,19999.79,Band B,0.79,2026-03-04
3305,82761,3873.43,Band C,1.21,2024-09-06
3306,180987,28160.97,Band C,1.01,2024-12-31
3307,208499,30574.16,Band B,0.93,2025-01-13
3308,121609,20861.34,Band B,1.14,2025-03-08
3309,190478,24149.92,Band B,1.09,2025-10-17
3310,179881,11692.53,Band E,1.04,2024-12-31
3311,118581,15045.37,Band D,0.75,2025-03-23
3312,144301,9586.39,Band E,1.06,2024-11-28
3313,95415,10299.75,Band C,1.14,2025-02-20
3314,198081,38702.12,Band C,1.17,2025-11-28
3315,103225,15977.49,Band D,0.83,2026-03-05
3316,94062,14648.45,Band C,0.89,2025-05-08
3317,68324,4708.61,Band D,0.81,2025-01-14
3318,118454,6126.16,Band A,1.12,2026-01-23
3319,87156,4370.03,Band D,1.01,2025-09-20
3320,137300,12667.66,Band E,0.98,2026-04-16
3321,158543,23892.37,Band C,1.01,2024-12-22
3322,138362,9663.82,Band E,0.97,2024-07-27
3323,102948,6755.98,Band C,1.13,2025-10-13
3324,73556,9444.14,Band A,1.11,2024-10-15
3325,118127,16527.38,Band A,1.1,2025-02-17
3326,108091,14830.31,Band A,0.9,2024-10-30
3327,76894,2483.6,Band E,1.05,2024-07-11
3328,90343,10634.85,Band A,0.92,2024-09-28
3329,125953,7640.08,Band A,0.95,2024-12-02
3330,183939,15262.34,Band C,0.86,2025-11-29
3331,88933,17098.79,Band D,0.85,2025-08-01
3332,189723,35652.17,Band E,0.8,2026-05-31
3333,62377,8221.71,Band C,0.78,2025-10-26
3334,104487,3446.28,Band D,1.15,2026-01-11
3335,178053,8511.52,Band B,0.86,2025-05-13
3336,150547,7238.44,Band A,1.17,2025-10-31
3337,174406,5897.31,Band C,0.88,2025-04-26
3338,69730,4808.46,Band A,0.96,2024-07-15
3339,200346,29974.53,Band B,0.86,2025-12-03
3340,115590,22169.25,Band E,1.14,2025-02-10
3341,101848,4121.15,Band D,0.76,2025-06-24
3342,103440,20268.12,Band D,1.14,2025-12-03
3343,78823,14553.26,Band A,1.0,2025-11-26
3344,187299,12372.13,Band E,0.93,2025-12-05
3345,187346,31512.54,Band E,1.08,2024-12-03
3346,98606,12530.12,Band D,1.1,2025-04-12
3347,178104,13667.23,Band B,0.76,2024-10-13
3348,109231,6045.23,Band A,0.85,2024-10-03
3349,173601,29601.05,Band C,1.23,2024-07-13
3350,167777,23291.51,Band D,0.83,2025-10-12
3351,175820,5389.25,Band D,1.06,2025-12-30
3352,157691,20077.3,Band C,1.23,2025-08-18
3353,190127,29213.77,Band E,1.06,2025-12-02
3354,169361,15315.36,Band C,1.18,2025-05-08
3355,65331,7279.5,Band E,1.11,2025-12-25
3356,145439,8968.58,Band B,1.06,2024-06-29
3357,118699,9264.6,Band D,1.02,2025-09-13
3358,173404,33944.07,Band A,0.87,2025-10-08
3359,129270,8676.36,Band E,0.95,2025-05-21
3360,148001,4466.23,Band D,1.17,2026-02-13
3361,183596,29573.34,Band D,0.88,2025-10-11
3362,138294,8143.22,Band B,0.86,2025-02-16
3363,71394,11218.89,Band D,1.03,2026-03-26
3364,181786,14008.22,Band C,1.06,2024-11-30
3365,193861,31036.32,Band B,0.93,2025-10-20
3366,76233,6306.13,Band E,0.82,2025-12-25
3367,55220,1867.54,Band A,0.95,2025-01-30
3368,101543,12236.64,Band D,1.11,2025-12-03
3369,75231,3036.47,Band D,0.92,2024-06-28
3370,203352,19665.78,Band A,0.91,2024-09-18
3371,157127,28434.25,Band A,0.8,2025-04-16
3372,72601,6011.3,Band A,1.01,2026-02-23
3373,154356,20653.28,Band A,0.75,2024-12-29
3374,207358,6481.19,Band C,1.22,2026-05-20
3375,136890,17464.68,Band E,0.98,2024-11-27
3376,75279,8939.94,Band D,0.93,2026-05-05
3377,199961,23001.28,Band D,0.91,2024-11-22
3378,205349,7745.78,Band E,1.04,2024-06-17
3379,90790,10621.01,Band C,1.08,2025-04-21
3380,101286,18681.69,Band C,0.96,2026-05-04
3381,55103,6191.17,Band A,0.98,2025-03-07
3382,100078,17536.89,Band B,1.09,2024-12-09
3383,55830,8263.25,Band A,1.18,2026-01-09
3384,69737,5664.95,Band E,1.25,2025-05-05
3385,69163,11109.1,Band D,1.2,2026-04-01
3386,163853,5679.05,Band E,0.83,2025-02-09
3387,56440,10511.37,Band A,1.12,2024-06-11
3388,189617,33675.6,Band C,0.85,2024-08-10
3389,102798,5434.99,Band A,1.13,2024-07-31
3390,184972,20322.48,Band B,0.81,2025-01-16
3391,64529,4539.71,Band A,1.24,2025-11-20
3392,112016,13464.65,Band C,0.8,2026-04-28
3393,144110,28787.41,Band B,1.12,2024-11-04
3394,105716,12402.6,Band B,0.83,2025-12-31
3395,159986,5973.44,Band D,1.12,2025-01-26
3396,118953,15980.3,Band E,1.07,2026-05-08
3397,164543,31874.61,Band D,0.88,2026-01-22
3398,116973,16706.9,Band E,1.23,2026-04-18
3399,208090,41052.99,Band A,0.95,2025-02-26
3400,98048,5996.74,Band A,0.91,2026-01-05
