employee_id,review_cycle,performance_rating,potential_rating,review_submitted_date,promotion_recommendation
5412,2024-H2,3,Medium,2025-09-03,Yes
5412,2025-H1,3,Medium,2024-11-15,No
5412,2025-H2,3,Low,2025-01-07,Yes
5413,2024-H1,4,Medium,2024-09-02,No
5413,2024-H2,2,Medium,2025-01-27,No
5413,2025-H1,4,Medium,2024-07-17,Yes
5413,2025-H2,3,High,2024-12-11,No
5414,2024-H1,2,Medium,2024-06-20,No
5414,2024-H2,3,Low,2025-02-05,No
5414,2025-H1,3,Medium,2025-02-07,No
5414,2025-H2,4,Medium,2025-01-04,No
5415,2024-H1,4,Medium,2026-01-04,Yes
5415,2024-H2,2,Medium,2026-03-22,No
5415,2025-H1,4,Medium,2024-06-09,No
5415,2025-H2,5,Medium,2026-03-02,No
5416,2024-H1,3,Medium,2025-07-22,No
5416,2024-H2,5,Low,2024-11-27,No
5416,2025-H1,3,Medium,2024-12-20,No
5416,2025-H2,3,Low,2026-01-24,Yes
5417,2024-H1,3,Medium,2025-01-24,No
5417,2024-H2,4,Medium,2025-02-04,No
5417,2025-H1,4,Medium,2026-03-27,No
5417,2025-H2,3,Medium,2025-07-08,No
5418,2024-H1,5,Medium,2024-12-19,No
5418,2024-H2,3,Low,2024-06-25,No
5418,2025-H1,2,Medium,2024-10-23,No
5418,2025-H2,3,Medium,2024-10-03,No
5419,2024-H1,4,Medium,2026-02-06,Yes
5419,2024-H2,3,Medium,2024-11-24,No
5419,2025-H1,4,Low,2025-03-14,No
5419,2025-H2,3,Medium,2026-03-20,No
5420,2024-H1,4,Medium,2026-05-13,No
5420,2024-H2,2,High,2025-12-10,No
5420,2025-H1,2,Medium,2025-08-07,No
5420,2025-H2,4,Medium,2025-12-17,No
5421,2024-H1,2,Medium,2025-03-24,No
5421,2024-H2,4,Low,2025-08-24,No
5421,2025-H1,3,Medium,2025-08-25,Yes
5421,2025-H2,4,Low,2026-02-09,No
5422,2024-H1,3,High,2024-09-27,No
5422,2024-H2,3,Medium,2025-03-12,No
5422,2025-H1,4,Medium,2025-05-19,No
5422,2025-H2,2,High,2025-10-16,No
5423,2024-H1,3,Medium,2024-07-21,No
5423,2024-H2,3,Low,2025-07-08,No
5423,2025-H1,3,Medium,2025-01-25,No
5423,2025-H2,4,Medium,2025-08-27,No
5424,2024-H1,3,Medium,2025-04-28,No
5424,2024-H2,3,Medium,2025-06-04,Yes
5424,2025-H1,2,Medium,2025-12-01,No
5424,2025-H2,4,Low,2024-09-16,No
5425,2024-H1,3,Low,2025-08-24,No
5425,2024-H2,3,Medium,2025-09-21,No
5425,2025-H1,3,Medium,2025-10-19,Yes
5425,2025-H2,4,Medium,2025-10-01,Yes
5426,2024-H1,3,Medium,2024-08-31,No
5426,2024-H2,3,Medium,2025-01-09,No
5426,2025-H1,2,Medium,2026-04-30,Yes
5426,2025-H2,3,Medium,2025-03-31,No
5427,2024-H1,4,High,2024-11-30,No
5427,2024-H2,3,Low,2024-08-14,No
5427,2025-H1,3,Medium,2025-07-21,No
5427,2025-H2,1,Medium,2024-07-19,No
5428,2024-H1,3,Medium,2024-09-04,No
5428,2024-H2,4,Medium,2025-12-22,No
5428,2025-H1,3,High,2024-06-21,No
5428,2025-H2,3,Medium,2025-11-20,No
5429,2024-H1,3,Medium,2024-10-01,No
5429,2024-H2,4,Medium,2025-12-15,No
5429,2025-H1,4,Medium,2025-07-27,No
5429,2025-H2,4,Low,2025-11-28,No
5430,2024-H1,2,High,2026-05-22,No
5430,2024-H2,4,Medium,2025-08-05,No
5430,2025-H1,4,Low,2025-12-29,No
5430,2025-H2,2,Medium,2025-07-22,No
5431,2024-H1,4,Medium,2025-03-14,No
5431,2024-H2,4,Medium,2024-07-22,No
5431,2025-H1,5,Low,2026-02-20,No
5431,2025-H2,3,Medium,2025-12-19,No
5432,2024-H1,3,Medium,2025-10-15,No
5432,2024-H2,3,Low,2024-08-18,No
5432,2025-H1,3,Medium,2026-03-21,Yes
5432,2025-H2,3,Medium,2025-08-19,No
5433,2024-H1,5,Low,2025-09-13,No
5433,2024-H2,4,Medium,2026-04-17,No
5433,2025-H1,3,Medium,2025-01-07,No
5433,2025-H2,3,Medium,2025-08-20,No
5434,2024-H1,2,High,2025-03-28,No
5434,2024-H2,1,Medium,2025-10-19,No
5434,2025-H1,3,Medium,2025-06-10,No
5434,2025-H2,3,Low,2025-03-24,Yes
5435,2024-H1,3,High,2025-10-25,No
5435,2024-H2,1,High,2024-06-26,No
5435,2025-H1,5,Medium,2025-11-11,No
5435,2025-H2,3,Medium,2024-08-13,Yes
5436,2024-H1,5,Medium,2025-11-27,No
5436,2024-H2,5,Medium,2025-04-17,Yes
5436,2025-H1,1,High,2025-11-29,Yes
5436,2025-H2,3,Medium,2025-11-15,No
5437,2024-H1,3,Low,2025-09-14,Yes
5437,2024-H2,5,Medium,2024-10-28,No
5437,2025-H1,2,Medium,2025-06-07,No
5437,2025-H2,3,Medium,2025-06-01,No
5438,2024-H1,5,Low,2026-02-10,No
5438,2024-H2,3,Medium,2024-09-28,No
5438,2025-H1,3,Medium,2024-09-16,No
5438,2025-H2,3,Low,2026-06-01,No
5439,2024-H1,1,Medium,2026-05-18,No
5439,2024-H2,3,Low,2025-06-25,No
5439,2025-H1,3,Medium,2025-07-04,Yes
5439,2025-H2,3,High,2024-08-23,Yes
5440,2024-H1,2,Medium,2025-04-08,Yes
5440,2024-H2,4,Medium,2025-01-25,Yes
5440,2025-H1,4,High,2025-07-27,No
5440,2025-H2,3,High,2026-03-24,No
5441,2024-H1,3,Medium,2026-01-11,No
5441,2024-H2,4,Low,2025-03-08,Yes
5441,2025-H1,4,Medium,2026-05-29,No
5441,2025-H2,3,Medium,2025-06-30,No
5442,2024-H1,2,High,2024-11-25,No
5442,2024-H2,5,Medium,2025-05-13,No
5442,2025-H1,2,Medium,2025-03-18,Yes
5442,2025-H2,5,Medium,2024-07-11,No
5443,2024-H1,2,High,2025-10-27,Yes
5443,2024-H2,3,Medium,2024-09-13,No
5443,2025-H1,1,Medium,2025-08-31,Yes
5443,2025-H2,3,Medium,2026-05-29,No
5444,2024-H1,3,Medium,2026-05-12,Yes
5444,2024-H2,3,Medium,2024-10-08,No
5444,2025-H1,3,High,2026-01-20,No
5444,2025-H2,3,Medium,2026-05-04,No
5445,2024-H1,2,Medium,2026-04-29,No
5445,2024-H2,2,Medium,2025-01-03,No
5445,2025-H1,4,Medium,2024-09-09,No
5445,2025-H2,1,High,2025-07-03,No
5446,2024-H1,2,Medium,2025-10-24,No
5446,2024-H2,5,Medium,2026-02-03,Yes
5446,2025-H1,3,Medium,2025-01-16,Yes
5446,2025-H2,3,Medium,2024-12-15,No
5447,2024-H1,3,Low,2026-05-05,No
5447,2024-H2,3,High,2026-04-12,No
5447,2025-H1,3,High,2025-02-27,No
5447,2025-H2,3,Medium,2025-12-16,Yes
5448,2024-H1,3,Medium,2024-06-02,No
5448,2024-H2,2,Medium,2026-01-25,No
5448,2025-H1,5,Medium,2024-11-13,No
5448,2025-H2,4,Medium,2026-04-13,No
5449,2024-H1,3,Medium,2024-09-03,No
5449,2024-H2,3,Medium,2025-06-02,No
5449,2025-H1,3,Low,2024-08-09,No
5449,2025-H2,4,Low,2025-01-19,No
5450,2024-H1,4,Medium,2025-07-05,No
5450,2024-H2,4,Medium,2024-07-17,No
5450,2025-H1,4,High,2024-11-13,Yes
5450,2025-H2,4,Medium,2026-04-25,Yes
5451,2024-H1,4,Medium,2024-08-13,Yes
5451,2024-H2,3,Low,2025-03-30,No
5451,2025-H1,3,Medium,2026-02-07,No
5451,2025-H2,3,Medium,2026-03-15,Yes
5452,2024-H1,5,Medium,2024-10-31,No
5452,2024-H2,3,High,2025-11-05,No
5452,2025-H1,3,High,2024-08-08,No
5452,2025-H2,3,Medium,2025-03-19,No
5453,2024-H1,5,Medium,2025-11-26,No
5453,2024-H2,4,Medium,2025-01-21,Yes
5453,2025-H1,4,High,2025-05-10,No
5453,2025-H2,3,High,2026-02-21,No
5454,2024-H1,3,Medium,2025-07-29,No
5454,2024-H2,4,Medium,2025-12-14,Yes
5454,2025-H1,3,Low,2024-09-21,No
5454,2025-H2,4,Medium,2025-11-03,No
5455,2024-H1,3,High,2025-01-17,No
5455,2024-H2,4,Medium,2025-11-16,Yes
5455,2025-H1,3,Low,2024-06-23,No
5455,2025-H2,4,Medium,2025-01-14,No
5456,2024-H1,2,High,2026-04-10,No
5456,2024-H2,3,Medium,2024-09-28,No
5456,2025-H1,2,Low,2026-04-23,No
5456,2025-H2,4,Medium,2025-09-15,No
5457,2024-H1,1,Medium,2024-06-24,Yes
5457,2024-H2,3,High,2024-09-06,Yes
5457,2025-H1,3,High,2025-04-18,No
5457,2025-H2,3,High,2024-10-08,Yes
5458,2024-H1,3,High,2025-04-02,No
5458,2024-H2,3,Medium,2024-11-16,No
5458,2025-H1,4,Medium,2025-10-04,No
5458,2025-H2,2,Medium,2024-08-01,Yes
5459,2024-H1,1,Medium,2026-03-21,No
5459,2024-H2,4,Medium,2025-01-21,No
5459,2025-H1,5,Medium,2025-09-18,Yes
5459,2025-H2,5,High,2024-11-19,Yes
5460,2024-H1,3,Medium,2025-08-10,Yes
5460,2024-H2,4,High,2025-07-21,No
5460,2025-H1,3,High,2025-05-06,Yes
5460,2025-H2,3,Medium,2025-06-19,No
5461,2024-H1,4,Low,2025-12-07,No
5461,2024-H2,3,Medium,2025-10-07,Yes
5461,2025-H1,1,Medium,2025-03-15,No
5461,2025-H2,3,Medium,2025-08-16,No
5462,2024-H1,2,High,2025-08-16,No
5462,2024-H2,4,Medium,2026-01-31,No
5462,2025-H1,5,Medium,2026-05-27,No
5462,2025-H2,5,Medium,2024-10-15,No
5463,2024-H1,3,Medium,2024-06-28,No
5463,2024-H2,3,Medium,2026-04-23,No
5463,2025-H1,3,Low,2025-05-27,No
5463,2025-H2,3,Medium,2024-09-15,Yes
5464,2024-H1,4,Medium,2025-11-15,No
5464,2024-H2,5,Medium,2025-10-31,Yes
5464,2025-H1,3,High,2025-04-21,Yes
5464,2025-H2,3,Low,2024-12-02,Yes
5465,2024-H1,3,Medium,2025-06-10,No
5465,2024-H2,4,Medium,2025-06-10,No
5465,2025-H1,4,Medium,2025-01-28,No
5465,2025-H2,4,Medium,2025-10-26,No
5466,2024-H1,5,Low,2024-07-03,No
5466,2024-H2,3,Medium,2025-11-22,No
5466,2025-H1,2,Medium,2026-02-22,Yes
5466,2025-H2,3,Medium,2026-01-27,No
5467,2024-H1,3,Low,2025-12-08,No
5467,2024-H2,3,Medium,2025-11-21,No
5467,2025-H1,3,Medium,2024-09-26,No
5467,2025-H2,3,High,2025-10-27,No
5468,2024-H1,4,High,2025-01-30,No
5468,2024-H2,4,Medium,2025-09-08,No
5468,2025-H1,3,Medium,2024-06-04,No
5468,2025-H2,3,Medium,2026-02-07,No
5469,2024-H1,3,Medium,2026-01-29,No
5469,2024-H2,3,Medium,2025-09-22,Yes
5469,2025-H1,3,Medium,2025-03-05,No
5469,2025-H2,3,Medium,2024-08-09,No
5470,2024-H1,4,Low,2025-06-01,Yes
5470,2024-H2,3,Medium,2024-12-15,No
5470,2025-H1,3,Medium,2025-07-22,No
5470,2025-H2,3,High,2024-12-18,No
5471,2024-H1,3,Medium,2025-07-12,Yes
5471,2024-H2,5,High,2025-07-14,No
5471,2025-H1,3,Medium,2026-03-30,Yes
5471,2025-H2,4,Medium,2025-07-25,No
5472,2024-H1,5,Medium,2024-06-08,Yes
5472,2024-H2,3,Medium,2024-11-16,No
5472,2025-H1,1,Medium,2026-05-08,Yes
5472,2025-H2,3,High,2025-05-26,No
5473,2024-H1,2,Medium,2025-05-30,No
5473,2024-H2,3,Medium,2024-09-18,No
5473,2025-H1,3,Low,2026-05-13,No
5473,2025-H2,2,Medium,2024-08-09,No
5474,2024-H1,3,Medium,2025-12-04,Yes
5474,2024-H2,2,Low,2024-09-13,No
5474,2025-H1,3,Medium,2026-03-12,No
5474,2025-H2,3,Medium,2025-08-22,No
5475,2024-H1,4,Medium,2025-03-19,No
5475,2024-H2,3,Medium,2026-01-04,No
5475,2025-H1,5,Low,2025-03-08,No
5475,2025-H2,3,Medium,2024-09-18,No
5476,2024-H1,4,Low,2024-12-19,Yes
5476,2024-H2,3,Medium,2026-05-03,No
5476,2025-H1,3,Medium,2025-02-10,No
5476,2025-H2,3,Medium,2024-11-03,No
5477,2024-H1,3,Medium,2026-05-28,No
5477,2024-H2,3,Medium,2024-06-04,No
5477,2025-H1,5,Medium,2024-09-15,No
5477,2025-H2,3,Low,2025-01-28,Yes
5478,2024-H1,4,Medium,2024-06-06,No
5478,2024-H2,3,Medium,2024-11-18,No
5478,2025-H1,4,Medium,2026-02-24,No
5478,2025-H2,3,High,2026-03-10,Yes
5479,2024-H1,3,Medium,2025-11-01,No
5479,2024-H2,3,Medium,2025-04-16,No
5479,2025-H1,4,Medium,2025-11-26,No
5479,2025-H2,3,Medium,2025-12-27,No
5480,2024-H1,3,Medium,2025-02-09,No
5480,2024-H2,3,High,2024-11-05,No
5480,2025-H1,3,Medium,2024-10-01,No
5480,2025-H2,3,Medium,2026-02-12,No
5481,2024-H1,3,Medium,2026-01-13,Yes
5481,2024-H2,3,Low,2025-11-20,No
5481,2025-H1,3,Medium,2024-07-08,Yes
5481,2025-H2,4,Medium,2024-09-12,No
5482,2024-H1,3,Low,2024-06-20,No
5482,2024-H2,2,High,2024-12-20,Yes
5482,2025-H1,4,Medium,2024-09-04,No
5482,2025-H2,1,Medium,2025-07-21,No
5483,2024-H1,3,Medium,2024-09-30,No
5483,2024-H2,3,Medium,2026-03-02,No
5483,2025-H1,5,High,2026-02-15,No
5483,2025-H2,4,Medium,2026-01-01,Yes
5484,2024-H1,4,Medium,2024-06-11,No
5484,2024-H2,1,Low,2025-02-22,No
5484,2025-H1,3,Low,2026-03-02,No
5484,2025-H2,4,Medium,2026-05-23,No
5485,2024-H1,1,Medium,2025-05-31,No
5485,2024-H2,4,Low,2024-12-29,No
5485,2025-H1,1,Low,2025-09-10,Yes
5485,2025-H2,3,Low,2026-01-31,No
5486,2024-H1,3,Low,2025-11-22,No
5486,2024-H2,3,Medium,2025-01-07,Yes
5486,2025-H1,3,Medium,2026-01-03,Yes
5486,2025-H2,3,High,2024-12-25,No
5487,2024-H1,4,Medium,2025-02-13,No
5487,2024-H2,3,Medium,2025-05-14,No
5487,2025-H1,4,High,2026-03-02,No
5487,2025-H2,5,High,2026-02-08,No
5488,2024-H1,5,Medium,2025-07-19,No
5488,2024-H2,4,Medium,2025-03-13,No
5488,2025-H1,5,Medium,2025-10-29,No
5488,2025-H2,2,Medium,2025-09-20,No
5489,2024-H1,5,Low,2025-06-25,No
5489,2024-H2,3,Low,2025-05-02,No
5489,2025-H1,3,High,2025-12-09,No
5489,2025-H2,2,Medium,2024-10-15,No
5490,2024-H1,4,Low,2025-04-19,Yes
5490,2024-H2,3,Medium,2025-05-16,No
5490,2025-H1,5,High,2025-10-01,Yes
5490,2025-H2,3,High,2024-10-05,No
5491,2024-H1,3,Medium,2024-12-24,No
5491,2024-H2,3,Medium,2024-06-29,No
5491,2025-H1,4,Medium,2025-09-10,No
5491,2025-H2,3,Medium,2024-12-01,No
5492,2024-H1,3,High,2025-08-02,No
5492,2024-H2,3,Medium,2025-01-22,No
5492,2025-H1,3,Medium,2026-01-13,Yes
5492,2025-H2,3,Medium,2024-10-12,No
5493,2024-H1,3,Low,2025-11-21,Yes
5493,2024-H2,3,Low,2025-04-03,No
5493,2025-H1,4,Low,2024-07-31,No
5493,2025-H2,3,Low,2025-10-23,Yes
5494,2024-H1,2,Medium,2025-03-03,No
5494,2024-H2,3,Medium,2025-06-13,No
5494,2025-H1,3,Medium,2026-02-01,No
5494,2025-H2,4,Medium,2026-01-30,No
5495,2024-H1,3,Low,2025-03-04,Yes
5495,2024-H2,4,High,2025-01-15,No
5495,2025-H1,3,Medium,2025-09-20,No
5495,2025-H2,4,Medium,2025-10-04,No
5496,2024-H1,4,Medium,2025-09-28,No
5496,2024-H2,5,High,2026-02-18,Yes
5496,2025-H1,3,Medium,2026-01-14,No
5496,2025-H2,3,Low,2024-09-03,No
5497,2024-H1,3,Medium,2025-04-16,No
5497,2024-H2,3,Medium,2026-03-16,No
5497,2025-H1,3,Medium,2026-02-25,No
5497,2025-H2,3,Medium,2024-09-08,Yes
5498,2024-H1,4,High,2026-01-15,No
5498,2024-H2,3,High,2026-04-27,No
5498,2025-H1,3,Medium,2024-06-27,No
5498,2025-H2,3,Medium,2025-05-13,No
5499,2024-H1,3,Medium,2024-06-25,No
5499,2024-H2,5,Medium,2025-08-19,No
5499,2025-H1,5,High,2024-11-09,Yes
5499,2025-H2,4,Medium,2024-11-14,No
5500,2024-H1,4,Low,2024-06-19,Yes
5500,2024-H2,2,High,2026-02-17,No
5500,2025-H1,5,Medium,2025-06-04,No
5500,2025-H2,3,Medium,2024-11-11,No
5501,2024-H1,3,Medium,2025-11-25,No
5501,2024-H2,5,Medium,2026-01-31,No
5501,2025-H1,5,Medium,2024-09-30,No
5501,2025-H2,3,Medium,2024-12-12,No
5502,2024-H1,4,Low,2025-06-27,No
5502,2024-H2,3,Medium,2025-04-02,No
5502,2025-H1,3,High,2026-05-12,No
5502,2025-H2,2,High,2026-01-08,No
5503,2024-H1,4,Medium,2024-06-11,No
5503,2024-H2,3,Medium,2025-11-12,No
5503,2025-H1,3,Medium,2024-11-05,No
5503,2025-H2,4,Medium,2024-12-04,No
5504,2024-H1,3,Medium,2024-10-23,Yes
5504,2024-H2,4,Medium,2026-03-27,No
5504,2025-H1,3,Medium,2025-10-27,No
5504,2025-H2,1,Medium,2024-12-30,No
5505,2024-H1,3,Medium,2025-10-27,No
5505,2024-H2,4,High,2024-06-20,No
5505,2025-H1,3,Medium,2024-08-11,No
5505,2025-H2,3,High,2026-01-05,No
5506,2024-H1,3,Medium,2025-06-03,No
5506,2024-H2,4,High,2024-10-12,No
5506,2025-H1,2,Medium,2026-04-03,No
5506,2025-H2,2,Medium,2025-02-04,No
5507,2024-H1,3,Medium,2024-10-21,No
5507,2024-H2,3,Medium,2026-03-21,No
5507,2025-H1,3,Medium,2025-09-27,No
5507,2025-H2,5,High,2025-08-25,No
5508,2024-H1,3,High,2025-04-16,No
5508,2024-H2,3,Medium,2025-03-12,No
5508,2025-H1,2,Medium,2025-02-02,Yes
5508,2025-H2,4,Medium,2026-04-20,Yes
5509,2024-H1,3,High,2024-08-13,Yes
5509,2024-H2,3,Medium,2025-02-08,No
5509,2025-H1,2,Low,2026-02-22,No
5509,2025-H2,4,Medium,2025-01-28,Yes
5510,2024-H1,4,High,2024-07-04,No
5510,2024-H2,3,Medium,2025-11-23,No
5510,2025-H1,3,Medium,2025-05-09,Yes
5510,2025-H2,3,Medium,2025-11-05,No
5511,2024-H1,3,High,2025-10-15,Yes
5511,2024-H2,4,Medium,2025-05-10,No
5511,2025-H1,1,Medium,2025-09-21,No
5511,2025-H2,2,Medium,2026-05-21,Yes
5512,2024-H1,3,High,2024-12-25,No
5512,2024-H2,4,Medium,2026-03-23,No
5512,2025-H1,2,Low,2025-05-24,No
5512,2025-H2,3,Medium,2025-05-24,No
5513,2024-H1,4,High,2025-12-16,No
5513,2024-H2,4,Low,2026-05-25,Yes
5513,2025-H1,3,Medium,2025-01-05,No
5513,2025-H2,3,Medium,2024-08-27,No
5514,2024-H1,4,Low,2025-06-01,No
5514,2024-H2,3,Low,2026-02-20,No
5514,2025-H1,3,Medium,2025-04-28,No
5514,2025-H2,4,High,2025-10-12,No
5515,2024-H1,4,Low,2024-09-07,No
5515,2024-H2,4,Medium,2026-02-24,No
5515,2025-H1,4,Medium,2025-12-14,No
5515,2025-H2,4,Medium,2025-10-07,No
5516,2024-H1,2,Low,2024-10-30,No
5516,2024-H2,3,Low,2025-07-10,No
5516,2025-H1,2,Medium,2026-04-14,No
5516,2025-H2,4,Medium,2024-08-09,No
5517,2024-H1,3,Medium,2025-03-06,No
5517,2024-H2,3,Low,2025-05-04,No
5517,2025-H1,3,Medium,2024-12-11,No
5517,2025-H2,3,Medium,2024-12-28,Yes
5518,2024-H1,4,Low,2026-04-15,No
5518,2024-H2,1,Medium,2024-09-03,Yes
5518,2025-H1,4,Medium,2024-09-06,No
5518,2025-H2,3,Medium,2025-02-03,No
5519,2024-H1,3,Low,2024-12-02,No
5519,2024-H2,4,Medium,2026-05-15,No
5519,2025-H1,4,Medium,2026-05-26,No
5519,2025-H2,3,Medium,2025-03-16,Yes
5520,2024-H1,3,Low,2024-10-10,No
5520,2024-H2,3,High,2026-06-01,No
5520,2025-H1,4,Medium,2025-12-03,No
5520,2025-H2,4,Low,2024-09-28,No
5521,2024-H1,5,Medium,2025-07-01,No
5521,2024-H2,5,Medium,2025-06-07,No
5521,2025-H1,4,Medium,2025-02-24,No
5521,2025-H2,3,High,2024-08-26,No
5522,2024-H1,3,Medium,2025-10-15,No
5522,2024-H2,3,Medium,2025-04-14,No
5522,2025-H1,3,High,2025-05-28,Yes
5522,2025-H2,3,Medium,2024-06-07,No
5523,2024-H1,4,Medium,2025-10-05,No
5523,2024-H2,3,Medium,2025-03-14,No
5523,2025-H1,3,Medium,2025-11-05,No
5523,2025-H2,2,Medium,2026-02-16,No
5524,2024-H1,2,Medium,2026-05-29,No
5524,2024-H2,3,Medium,2024-10-15,No
5524,2025-H1,3,Low,2024-09-18,No
5524,2025-H2,4,High,2024-07-08,No
5525,2024-H1,2,Medium,2024-07-19,No
5525,2024-H2,3,Medium,2026-05-16,No
5525,2025-H1,4,Low,2026-05-18,No
5525,2025-H2,4,Medium,2024-07-23,No
5526,2024-H1,2,Medium,2025-10-08,No
5526,2024-H2,3,Medium,2026-04-17,No
5526,2025-H1,4,Medium,2024-06-20,No
5526,2025-H2,2,Medium,2026-02-05,No
5527,2024-H1,4,Medium,2024-08-17,Yes
5527,2024-H2,4,Low,2024-09-21,Yes
5527,2025-H1,3,Medium,2024-10-07,Yes
5527,2025-H2,3,High,2025-11-25,Yes
5528,2024-H1,4,Medium,2024-10-03,No
5528,2024-H2,3,High,2024-09-12,No
5528,2025-H1,3,Medium,2025-05-08,Yes
5528,2025-H2,3,Medium,2025-10-19,No
5529,2024-H1,5,High,2026-01-06,No
5529,2024-H2,3,Medium,2025-10-26,No
5529,2025-H1,4,Medium,2025-02-15,No
5529,2025-H2,3,Medium,2026-01-12,No
5530,2024-H1,3,Medium,2026-05-22,No
5530,2024-H2,4,Medium,2025-09-18,No
5530,2025-H1,3,Medium,2026-01-18,No
5530,2025-H2,2,Medium,2025-07-24,No
5531,2024-H1,3,Low,2024-10-02,No
5531,2024-H2,3,High,2026-05-27,No
5531,2025-H1,1,High,2026-04-25,Yes
5531,2025-H2,2,Medium,2024-12-25,No
5532,2024-H1,3,Medium,2025-05-31,No
5532,2024-H2,3,Medium,2026-05-13,No
5532,2025-H1,3,Medium,2024-12-06,No
5532,2025-H2,4,Medium,2025-09-18,Yes
5533,2024-H1,3,High,2025-05-14,No
5533,2024-H2,5,Medium,2024-06-17,Yes
5533,2025-H1,3,Low,2026-02-17,No
5533,2025-H2,3,Medium,2024-10-19,No
5534,2024-H1,3,Low,2026-03-13,No
5534,2024-H2,2,High,2025-01-10,No
5534,2025-H1,1,High,2026-01-24,No
5534,2025-H2,3,Low,2025-03-13,No
5535,2024-H1,4,Medium,2024-11-29,No
5535,2024-H2,3,Medium,2025-10-20,No
5535,2025-H1,3,Low,2024-07-07,Yes
5535,2025-H2,3,High,2025-01-19,No
5536,2024-H1,4,Low,2024-11-26,No
5536,2024-H2,3,Medium,2024-06-29,Yes
5536,2025-H1,3,Low,2025-08-02,No
5536,2025-H2,2,Low,2025-05-21,No
5537,2024-H1,4,Low,2025-05-08,No
5537,2024-H2,5,Medium,2026-02-03,No
5537,2025-H1,3,Medium,2024-09-09,No
5537,2025-H2,3,Low,2025-11-12,No
5538,2024-H1,5,Medium,2026-05-25,No
5538,2024-H2,2,Medium,2025-07-22,No
5538,2025-H1,3,Medium,2024-12-29,No
5538,2025-H2,1,Low,2024-09-29,No
5539,2024-H1,3,Medium,2026-03-14,No
5539,2024-H2,4,Medium,2024-11-14,No
5539,2025-H1,3,Medium,2026-04-26,Yes
5539,2025-H2,4,Medium,2024-10-25,No
5540,2024-H1,2,Medium,2025-04-25,No
5540,2024-H2,3,Medium,2025-04-06,Yes
5540,2025-H1,3,Medium,2026-02-03,No
5540,2025-H2,3,High,2024-11-24,No
5541,2024-H1,2,Medium,2024-11-24,No
5541,2024-H2,3,Medium,2025-12-03,No
5541,2025-H1,3,Low,2024-06-12,No
5541,2025-H2,1,High,2024-10-09,No
5542,2024-H1,4,High,2025-06-27,Yes
5542,2024-H2,5,Low,2025-05-21,No
5542,2025-H1,5,Medium,2026-03-28,Yes
5542,2025-H2,3,Medium,2025-12-20,Yes
5543,2024-H1,3,Medium,2025-03-25,No
5543,2024-H2,2,Low,2025-10-20,No
5543,2025-H1,3,High,2025-11-26,No
5543,2025-H2,3,Medium,2025-04-04,No
5544,2024-H1,4,Medium,2025-10-10,No
5544,2024-H2,4,Medium,2025-11-25,No
5544,2025-H1,3,High,2025-02-04,Yes
5544,2025-H2,3,Medium,2025-10-25,No
5545,2024-H1,3,Medium,2025-03-02,Yes
5545,2024-H2,2,Medium,2025-12-07,No
5545,2025-H1,3,Medium,2025-03-27,No
5545,2025-H2,3,High,2025-09-29,No
5546,2024-H1,3,Medium,2024-07-29,No
5546,2024-H2,4,Low,2026-05-15,No
5546,2025-H1,4,Medium,2024-10-15,Yes
5546,2025-H2,4,Medium,2025-08-22,No
5547,2024-H1,3,Medium,2024-09-27,No
5547,2024-H2,2,High,2026-03-23,No
5547,2025-H1,3,High,2025-02-12,Yes
5547,2025-H2,3,High,2026-03-08,No
5548,2024-H1,3,Medium,2025-10-26,No
5548,2024-H2,3,Medium,2025-02-05,No
5548,2025-H1,5,Medium,2026-03-21,No
5548,2025-H2,3,Medium,2024-12-27,No
5549,2024-H1,3,Low,2026-04-20,No
5549,2024-H2,4,Medium,2024-09-09,No
5549,2025-H1,3,High,2024-11-11,No
5549,2025-H2,3,High,2024-12-06,No
5550,2024-H1,5,Medium,2026-01-26,No
5550,2024-H2,4,Medium,2024-07-11,No
5550,2025-H1,4,Medium,2024-11-25,Yes
5550,2025-H2,3,Medium,2026-02-25,No
5551,2024-H1,3,Medium,2025-02-26,No
5551,2024-H2,4,High,2024-11-29,No
5551,2025-H1,3,High,2024-11-23,No
5551,2025-H2,4,Low,2024-09-10,No
5552,2024-H1,5,Medium,2025-10-23,No
5552,2024-H2,3,Medium,2024-06-28,No
5552,2025-H1,3,High,2025-10-30,No
5552,2025-H2,2,Medium,2024-06-10,No
5553,2024-H1,4,High,2024-11-14,No
5553,2024-H2,4,Medium,2026-03-29,No
5553,2025-H1,3,Medium,2025-04-11,Yes
5553,2025-H2,3,Medium,2025-03-12,No
5554,2024-H1,3,Medium,2025-09-18,No
5554,2024-H2,5,High,2025-09-22,No
5554,2025-H1,3,Medium,2025-03-14,No
5554,2025-H2,4,Medium,2024-07-10,Yes
5555,2024-H1,4,Medium,2026-05-23,No
5555,2024-H2,3,Medium,2024-07-30,No
5555,2025-H1,3,Low,2025-10-18,No
5555,2025-H2,4,Medium,2026-01-13,Yes
5556,2024-H1,4,Medium,2024-07-16,No
5556,2024-H2,3,Medium,2025-01-24,No
5556,2025-H1,2,Medium,2024-08-10,No
5556,2025-H2,3,Medium,2025-10-31,No
5557,2024-H1,1,Medium,2026-05-22,No
5557,2024-H2,3,Medium,2024-10-31,No
5557,2025-H1,5,Medium,2025-10-25,No
5557,2025-H2,3,High,2025-02-22,No
5558,2024-H1,3,High,2025-07-13,Yes
