employee_id,hashed_employee_id,department,job_level,job_family,location,hire_date,termination_date,employment_status,manager_id,salary_band,performance_rating,engagement_score,promotion_count,last_promotion_date
6432,3b86c974ffebae972294e91fadaf955547a73621ab79770c8757cccb069cdc27,Sales,L5,Recruiting,New York,2023-02-13,,Active,401,Band C,3,5.6,0,
6433,8656fa7508199018142ffdd35da58ead88ab20db3c00dddf633fc842dddb41b7,Support,L2,Finance,Remote Canada,2024-11-14,,Active,376,Band D,4,5.5,1,2025-09-07
6434,a2fc3cbeda0bacbabc55c02ca862d10f590ca2169dbf72104bf3687d587ffdbe,Marketing,L2,Finance,London,2025-03-09,,Active,634,Band B,2,7.2,0,2026-04-24
6435,40aa43e1259e0e79c647bb9f0d5074817683b090fae1cf45cab852f7ebbc5d38,People,L1,Finance,Dublin,2025-04-11,,Active,430,Band B,3,6.2,1,2025-06-03
6436,f670e8a5860878cd832e1909f350fd4dbb8e9b38a52bda7a140aa2ab2330e0d8,People,L4,Operations,Remote Canada,2022-03-31,,Active,75,Band B,3,6.7,0,2023-06-03
6437,3ed73641fbe87cee155e2b5d850e98d0681f373103943a93b25175c6d2ae19b0,Finance,L4,Product,Ottawa,2021-10-11,,Active,798,Band B,3,7.3,1,2024-07-08
6438,8feef12594795c0fc3cf0a7a13ba2f1afa23ef0fd21ea6af80276f03b3c5cab1,Marketing,L2,Data,New York,2024-11-04,,Active,174,Band A,3,6.4,0,
6439,7bc74860bbb140008e55813f4948450f934ec7ba1ab97fcd9a8eb21c94c22a78,Marketing,L4,Product,Ottawa,2021-12-10,2023-05-17,Terminated,298,Band B,4,5.4,0,
6440,ec00669143d20646e94925c0cd88cf3e21d083bf2ec6521192ee5e3713c90d98,People,L3,Finance,Dublin,2022-01-22,,Active,528,Band E,3,6.1,0,
6441,11bc0410d988326dfefa765d48f8c0722fa8ec579bb33b22220229a68a8906fd,Product,L3,Operations,Dublin,2021-09-21,,Active,291,Band C,1,6.1,0,2023-09-23
6442,e65de07206769a840236482900eb1716f98505e252b8920a7dcba4faf47b4e05,Support,L5,Recruiting,New York,2021-03-06,,Active,744,Band B,3,5.7,0,
6443,996379383479fea3d057c4c43b8e9e4058dbfc32a56b4e3a976fc1e5dfa2b033,Product,L3,Recruiting,New York,2023-02-14,,Active,91,Band C,1,8.1,1,2024-10-08
6444,f02f814830ccf74651c859257ce679417adac5a22196b3689f3d3e7745026221,Support,L1,Recruiting,Dublin,2025-01-16,,Active,683,Band B,3,6.1,1,
6445,90f84ecc4cca9859334a5efd1aa48be22a67f2ac8dce019b33f409e7240f98d1,Finance,L3,Recruiting,New York,2021-03-09,,Active,257,Band C,3,10.0,0,
6446,d2e10817886a116b52989f9a82c3e957e965ea66720247c1c3c0bbe1b8691a69,Support,L5,Operations,Toronto,2025-10-13,,Active,420,Band D,3,5.1,3,2026-04-23
6447,d66cd4cc6e5d2e8f736eb3efa2a53865d7fae6e6fb784759833ea8406fa1b44f,People,L3,Product,Ottawa,2022-12-06,,Active,332,Band E,4,5.6,1,
6448,9ba6443e0b5804a0734daec59e61ae1c0639565a87ccb59ceca655422be851ac,Product,L4,Data,New York,2020-09-09,2023-05-04,Terminated,363,Band D,2,6.1,0,
6449,3df3cfba745433b5029852d189e2743a3958f7e408bb3cf6972a9019a6ad129f,Operations,L3,Product,New York,2022-02-14,,Active,643,Band E,2,9.7,1,2025-06-23
6450,343a813f39acb70350bddb17895df27ddbeebb290111a4fc018ce0868046fc9e,Support,L4,Customer Success,London,2023-06-12,,Active,581,Band C,3,6.3,0,2025-05-19
6451,ad50671db539cca0a32451707008b13770ebfc60445d62d21271929ae7e0d95f,Sales,L2,Software,London,2020-07-13,,Active,480,Band E,3,7.1,2,2022-10-27
6452,4f90f57995205e8e464da0003d837a18dbe017f7290ea22edafe4709cb1e67cc,Support,L5,Recruiting,Remote Canada,2021-12-29,,Active,880,Band B,3,7.4,1,2025-09-17
6453,6c9a1c7d0e4c36d3c1265407b6f5dd5291623117d188c170a87a387719992054,Sales,L3,Recruiting,Toronto,2023-04-28,,Active,393,Band D,3,6.3,1,2025-12-25
6454,80409fb2145a39539cf9c876c11c903d341c6166edce59e0e852604566cbb848,Marketing,L2,Operations,Remote Canada,2024-09-13,,Active,664,Band D,5,7.8,0,2025-12-04
6455,e2e22643adae16a2c1c327b4547700728399baf9aa40798b388193ea27cccf73,Engineering,L2,Customer Success,Ottawa,2021-01-08,,Active,870,Band C,3,7.3,0,2024-02-16
6456,b8baa797b73f2f1b7a1a44ea3b325767baf1126b0d2f76fe85c8eecb2306b118,People,L1,Finance,London,2024-10-21,,Active,566,Band E,3,6.0,0,
6457,b1ed3965e995252591e578659c8b807fe2890ac27f15beac1abddf90f149daae,Marketing,L3,Software,London,2022-04-09,,Active,384,Band E,1,6.8,1,2024-04-12
6458,44021a167f13d094844b227e9d97d834de20cf0473c99a9eddc5c702a1f66697,Operations,L3,Operations,London,2024-06-29,,Active,594,Band D,1,6.8,0,
6459,b4659ba19064b95e052239db97885c7c20e8a6491db14deef197cd69224cbae6,People,L3,Software,Toronto,2024-05-27,,Active,124,Band A,1,9.7,0,2025-02-17
6460,4ddc4754c625a03b423c3255cbbb68125933ef5bf66f0d00ca20ed3da6bf6c2d,Marketing,L1,Customer Success,Toronto,2021-11-18,,Active,434,Band D,4,7.4,0,
6461,7d147b1c41150dc0b4f335a5dec2e37eb876fc3f40106346ed4876de6b38081c,People,L2,Data,Ottawa,2022-08-30,,Active,64,Band D,5,9.3,0,2025-08-11
6462,a8c42a5a10da46f05265436854dc4e59d412d694214bbe67d22c656e481d97bf,People,L3,Software,Toronto,2025-06-18,2026-01-17,Terminated,705,Band A,3,7.6,0,2025-12-17
6463,0da43cdf1450379df99443aee87dd26fe79d4392cf44b4676e58682eddebd921,Marketing,L4,Product,London,2022-03-24,,Active,351,Band B,3,7.3,1,2024-11-28
6464,7ee3819bf62f7e4563a2a9476df6e18a6cd17cceb30b92f00a24a6c8175e3740,Operations,L4,Recruiting,Dublin,2020-12-06,2023-08-12,Terminated,225,Band E,3,7.5,1,2023-09-26
6465,0c73ebfedfb4af1e074a8cc2e9c530a9ae8fbc79eae5b5894cb8adfe12e31ee5,Finance,L1,Product,London,2023-10-22,,Active,394,Band A,3,5.0,1,2024-02-01
6466,da360c513cf899bb114f176a88d5da586b6e184c0bdadd4ea63b2576057932de,People,L3,Customer Success,Dublin,2025-08-04,,Active,716,Band E,4,7.3,0,
6467,8f33eff9c330b9e8348f8c96ab45d0de6f6c5311089a29bf8bf338d91a17a6f9,Engineering,L3,Software,London,2025-09-15,,Active,113,Band A,4,6.7,0,
6468,9d0f9740bf708828641fecffa4c14fa25d195953b513e82203fd62533512d55d,Product,L2,Operations,London,2022-02-19,,Active,248,Band A,4,9.6,0,
6469,41adefa80327159ba20be23d357d1a7ee5c0bfd399aff792efa58ac2cf8bb349,Engineering,L2,Software,London,2021-03-28,,Active,847,Band E,3,8.0,1,
6470,6b5575edc320bb671be684748ab76011ab59e6d94aea39e6b7a3818be4be54b1,Marketing,L1,Software,New York,2021-10-14,,Active,834,Band A,3,6.7,0,2022-09-14
6471,82d2cacdab9235927203189d1b5311dc6d4d2238630158b42fb8278327571482,Engineering,L5,Finance,New York,2025-12-17,,Active,677,Band A,4,5.6,1,2026-03-17
6472,a058442fa0f684b09dbffab90169c1e174ff7c94581e550f3394551d988fe121,Finance,L1,Software,New York,2022-04-01,2025-10-09,Terminated,108,Band B,2,6.9,1,2025-04-14
6473,b8efa9f64b3e6e239999946db7be898ddf0b428b568eddb804447bfa39dd4568,Sales,L4,Data,Remote Canada,2024-06-23,,Active,816,Band E,3,6.9,0,
6474,78434abcbc10a6720c0ee734a25a7dd79e0ed9998b73736c2e518f8da16aab96,Engineering,L3,Finance,New York,2025-09-23,,Active,285,Band E,3,5.4,1,
6475,6f61b0f46a6129d140a8d29dc8c1db963db32a5a6efb4ae2857d3f53f9b11b6e,Finance,L6,Software,London,2024-10-13,,Active,802,Band C,3,8.2,0,
6476,1089c7c8b99b159441206d96e5bd6246556f0d8d4d41d3b8a96a9298354bd19f,Support,L3,Software,London,2021-07-23,,Active,465,Band A,3,5.3,0,2021-11-05
6477,51240b821461978b161368124bd4948fb02a65838d1b9b61e9f8f83c62427be2,Support,L3,Data,London,2023-02-24,,Active,733,Band D,5,8.3,0,2023-03-18
6478,eba563fc7217d554563f68d6463a23b2afd0529369f56c937a3f7635e7096772,Product,L3,Data,Dublin,2025-05-22,,Active,817,Band B,3,8.8,0,
6479,3a49576fd0e1eb40e7a95bc7ce91ae71ba481c8c1e0e6becaa05504c9c5286f5,Marketing,L4,Customer Success,London,2023-10-13,,Active,46,Band B,3,6.8,2,2025-11-06
6480,6f24984bd099be73a012b29dc12098ec1e5a0c9eb03a482eba4f141ddec710dd,Product,L6,Customer Success,London,2025-11-03,2026-04-25,Terminated,776,Band A,4,7.8,2,2025-12-14
6481,fb15ed71f582968fec5d17c1481180606536935a7cac5bb8f905cf3000c82587,Operations,L1,Finance,Ottawa,2026-04-13,,Active,887,Band B,3,7.0,0,
6482,bb68fd7328ac93af1b9bc6b13eba0934575a35e5874e205e01da209624f89807,Product,L3,Recruiting,London,2023-12-03,,Active,725,Band C,4,6.2,1,
6483,6135585b98ea6822b31e064ca5907ce8111a62e5d1f380e6d60a9d41ff583794,Support,L1,Finance,Toronto,2022-07-25,2026-05-07,Terminated,435,Band C,4,9.4,1,
6484,e7cb53c0f89e9bd4374a3a8576bbdfb07c078cb65c81b2fad21aa5efee4994b7,People,L3,Operations,Ottawa,2020-11-27,,Active,424,Band B,5,6.6,0,
6485,3cb7cfaae343aed76bfbb8d4f3d5505fa6f9eb4de4e8fac50aa7e3714ec2ba02,Marketing,L3,Operations,Toronto,2024-08-01,,Active,429,Band B,3,6.8,1,
6486,e7684b3d13dd994b4a93ea560a4fdb03cf6e642fdfd49e16cb7b8e69c48a39a0,Product,L3,Recruiting,Dublin,2025-08-26,2025-12-26,Terminated,531,Band C,1,8.5,2,
6487,abbfc2b6da87b49139e8a13ce2ebf510818cfa6bc42e8cec990d36235dbb99bc,Support,L2,Product,London,2023-04-11,,Active,215,Band D,3,7.0,0,
6488,22a939dbca1cfecf8348f3176c2f3358f0ec825543c95ec19ebdb97c931e73b8,People,L2,Data,Remote Canada,2021-11-30,2024-08-02,Terminated,588,Band A,3,7.3,1,
6489,093ab3c24de797ecf52cb10508e9a75d7a9fb55da63f4a5db85cd40dc74ccd18,Product,L2,Finance,New York,2022-12-28,,Active,444,Band A,4,5.5,1,2024-02-04
6490,36b0574ca9d22025ecf72f40081202c27ae821d0a59688465b1a59cd228b124a,Product,L4,Product,New York,2021-01-06,2026-04-25,Terminated,386,Band C,4,6.9,0,
6491,e75156a35f87750f13d37f226d6698985de1432a9de0fa5339bc8555784e4541,Operations,L4,Software,Ottawa,2024-04-13,2024-11-07,Terminated,7,Band B,3,7.3,1,
6492,229d778e0fbe6de18dc2f37d5966fa7ce606d07dd3cabde21ccb45aa419b473a,Support,L1,Operations,Dublin,2021-03-16,,Active,169,Band D,3,5.6,0,
6493,fbc1f9070e3c048f4b2750a479e39bbaf337ef6f54abb7c47a76e01747255b47,Sales,L4,Finance,London,2023-02-14,,Active,397,Band E,4,6.9,1,2024-10-03
6494,8454508fb369c047a533117c382daae3b1e5fef77d009881f4b9e9b90e353e93,Product,L2,Data,New York,2026-01-17,,Active,332,Band E,3,5.6,1,
6495,dd5744ec739737eec7efcca1f0bf99bb5a1c894f565db45a64622ffb4f61f61a,Finance,L2,Operations,New York,2020-08-04,,Active,361,Band D,3,8.6,2,2021-02-06
6496,f123b11b028b59b48fda505767aea51c641986b17ae7168275cb129422abc4f4,Product,L1,Finance,Dublin,2024-07-22,,Active,822,Band B,3,4.8,0,
6497,e8c63c8326e99ca6c5a986dd3480bf7d90b1e297267f3b58bcc67ae49a4777d9,People,L1,Recruiting,Toronto,2023-03-22,,Active,504,Band E,1,7.0,0,2023-07-02
6498,ee94e4657435d160b46c22652b4eba5448d0bae1a6cf54020d1b462442286b32,Engineering,L2,Finance,Dublin,2021-07-25,,Active,318,Band B,5,6.0,0,2024-09-28
6499,08500acfbe7cf012c9bf99ab64d66e0b1dec4cf6c669f3cb40e2cb794f0c835b,Sales,L3,Customer Success,Remote Canada,2024-05-19,,Active,759,Band E,3,6.9,1,
6500,01375f53651cff383d9aca5da90de6f4d859a2069e920c39f9700fe8a86e463c,Sales,L4,Data,Dublin,2024-09-03,,Active,359,Band C,4,6.5,0,
6501,92bb5890f307a70d5d6ea544d3a1eb8577fc51d059904473de0731f54ea0524d,Support,L1,Software,New York,2024-02-11,2024-07-28,Terminated,109,Band B,5,7.4,0,2025-01-12
6502,724229f1cb241cfc94f8be3373547eb59654d87a9b2abb7982b15cbc37886f76,Product,L4,Customer Success,Ottawa,2020-06-05,,Active,886,Band D,4,9.7,0,
6503,e40fb14ef1261bc085b4f28a2846df2fff849a1fbf7956df0ebe080a4b3a188a,Operations,L1,Recruiting,Remote Canada,2025-07-22,,Active,38,Band D,3,5.9,0,2025-10-24
6504,ca9ceb6158f6b3bb85d1dd150d647de101e584146cf45e2a54009a96a9863db0,Engineering,L6,Recruiting,Dublin,2023-01-17,,Active,246,Band C,5,7.1,0,2023-11-24
6505,a7a84d7ed00e48b829dafb3c078e23064e4ef1062f683c635b3c2406067f41ae,Operations,L6,Recruiting,London,2023-10-19,,Active,86,Band C,3,8.2,0,
6506,9d4244b01f77bed4bf169bbdeba904856f1e3cb3e8ef06ba7f00fc14630ad0ab,Product,L4,Operations,New York,2026-04-28,2026-05-19,Terminated,143,Band D,3,4.1,0,
6507,6c2240d234a0d849b25b6ca6d2eec4c7345b0cf6ad485e019ecedcbbf37e684d,Marketing,L2,Data,Dublin,2021-06-01,,Active,393,Band A,3,5.5,1,
6508,b978553db8fafbe29ce99c7a253916af674dc8633c6fab5d000a85cb5875e5d2,People,L5,Data,Ottawa,2024-09-19,,Active,496,Band E,2,6.7,0,
6509,41d6ee66737219abd20c35cd7b9fd294a55619d7b5dacdc3f1830ea5a2dc4702,Marketing,L3,Recruiting,New York,2020-07-15,2021-04-29,Terminated,394,Band D,2,5.6,0,2022-12-18
6510,f406f0abab9477c96662b4c3e7e76c845272879df2e7223784d26473da7014df,People,L3,Recruiting,Remote Canada,2025-04-26,,Active,367,Band B,3,5.1,0,2026-02-25
6511,3eb19a2c641a87726fef96d5c3488fbfebcef5124ac7b47bb19bd72275ae1506,Marketing,L3,Customer Success,London,2024-08-12,,Active,457,Band B,1,6.6,0,
6512,79fe2665cb9d09913cbc622c673ddfe36414f1ff7572baebb33507aa9cac10da,Product,L2,Product,Toronto,2022-03-30,,Active,267,Band C,3,5.8,0,
6513,6e29d690a3e18fba8705d19827c8cb0ba600e7b8b409ee2f31554f3c00cbae64,Engineering,L2,Data,New York,2021-02-22,,Active,785,Band C,4,4.6,0,2021-05-08
6514,7ffc04e52e2e7c6b67b3713613899289bc2de48f7f7a7b067db6a5d37f9fda3c,Support,L6,Customer Success,Toronto,2023-12-05,2024-04-26,Terminated,514,Band B,5,6.8,0,2025-10-25
6515,8e0c19142ee61342e1f8b09a6fccbcf5867db1542444474ed37ad11bd08eb062,Product,L2,Recruiting,New York,2020-12-12,,Active,618,Band B,3,7.5,0,2025-01-12
6516,f1faf6fba3fb0e92a50dff940b7651dfe203dfe36a3f4cef169e341b053641e2,Engineering,L1,Product,Dublin,2024-06-28,,Active,186,Band A,4,7.4,0,
6517,f805ea44dffeddd29487b108476b31aacc385048674b97d63ddd79381ba60e38,Marketing,L1,Software,Ottawa,2024-10-17,,Active,189,Band A,3,8.7,1,
6518,94b036ea1910d823aa84feab11d5bbecabb33174fdea6c0eaad3d146a48a27e3,Support,L2,Operations,Ottawa,2024-06-13,2024-10-03,Terminated,667,Band B,3,8.1,0,
6519,402ad93001ce8b9976705e8523f9b3398fb001d7d7df44fa396209450c852d5a,Engineering,L2,Operations,New York,2020-10-25,,Active,377,Band A,3,4.9,0,2022-01-28
6520,cd03fd02ad0f626f7b8b3026a2fb311aa878d206826a17718b5b5b717cf218b3,Sales,L1,Operations,Remote Canada,2022-11-07,,Active,498,Band A,3,5.5,2,
6521,ee763a42d50fbbe9ddf43145d0cfc88e2b4409a1b961de59fa2c96949ac3084e,Operations,L2,Operations,London,2021-11-10,2024-06-24,Terminated,744,Band B,5,7.2,0,2026-03-24
6522,09db534e0483ada0bf978d8ce048632597887488e2c297aeeb3dfee949868cb1,Product,L6,Finance,New York,2021-10-03,,Active,345,Band A,4,8.5,0,2023-11-01
6523,a5e6af776c1a7e9a6b7da84ea240901586b86caa0cdddde5627060b23c1dffd7,Marketing,L3,Recruiting,Ottawa,2022-12-19,,Active,173,Band C,3,5.5,0,
6524,9807fe182f3dc6252a470df9020a7a9041c9c2c07a8b5c5f3f64fdee9b9db3c3,People,L5,Customer Success,Remote Canada,2023-01-29,,Active,123,Band E,5,7.4,1,
6525,d8434700ae5c0bada9e81659af3f4f977eeb51662249b47edae83204c674aa56,People,L6,Recruiting,Remote Canada,2026-04-04,,Active,61,Band B,3,7.5,2,2026-05-06
6526,756881a4736b85076546461e4759cf649cd058f868f116d472b5ad9b5e76cdb0,Sales,L1,Software,Dublin,2022-09-22,,Active,591,Band B,3,8.4,1,
6527,70875175ed0b6aefc69beb04d2bfa9a12beaa40629e10d5bced21921012119d3,Marketing,L3,Product,New York,2025-08-19,,Active,601,Band A,3,7.6,0,
6528,450d7f44d39e166b8426ffa1967ed297a8dd022f5cb4fca39a21a28f095bfcc9,Sales,L5,Product,New York,2021-06-19,,Active,633,Band C,5,8.4,1,2024-08-02
6529,ac2a41af69b8320d2205a77620e8ed776df54a41b707004272f028807f467c17,People,L4,Product,Toronto,2024-12-23,,Active,516,Band E,3,5.7,2,2025-05-13
6530,5828f81e4e1a30fca0d699cffebc847c501c93493a513bc0de32c4b646bf69e8,Support,L2,Product,Toronto,2024-12-02,,Active,241,Band B,5,7.1,2,
6531,824911dc2772f10de2269768694bba35178785410ffe4dde24380fc2afe6cc71,People,L4,Software,New York,2023-01-06,2025-01-03,Terminated,779,Band D,3,8.5,0,2024-10-06
6532,cde2e7e0392f5cfb5b230c8717f054c5a5b722263e6e216f7a748231a9c1aa6f,Marketing,L6,Operations,Dublin,2024-12-08,,Active,304,Band B,3,8.0,1,
6533,f496efaac08d874397346d93f5353fd77a5a2a2580a53ad6f56b8e3b4e66bbf5,Operations,L5,Customer Success,New York,2020-10-07,,Active,402,Band C,2,7.6,2,2023-05-21
6534,ac8dcfb205e77852daac5f1851c875aed8d786191f567c050c90ce473b5f51be,Product,L3,Software,Toronto,2022-01-16,,Active,762,Band E,3,7.1,1,2025-06-10
6535,9e41f0b66ee4706ad9f361c66d1eef5e40d2ac7f0886cfc04765c3f994d0067a,People,L6,Product,New York,2025-02-21,,Active,507,Band D,4,5.3,0,
6536,f378b36241ad76f9ad2f05e325147505f00bd5f25cfca3a39e57befeb6ce4c27,Engineering,L1,Software,Ottawa,2020-09-08,,Active,825,Band A,3,7.5,0,2024-01-28
6537,09e2a24866a292c6466ed8689200d074b101122344b00b3c1a5fcf91668d8987,Product,L1,Data,London,2020-07-20,,Active,709,Band A,2,6.0,1,
6538,54bf198436e21aca8c3bdcaad2aa57c6c1457165bc4336e32b4c77e7281e5877,Finance,L1,Recruiting,Remote Canada,2024-05-12,,Active,625,Band D,3,9.2,1,
6539,1bd7fc33cfbd421f7541c7fd0ca9390c7a115c54355ea6c2c3d3164ea9627596,Product,L4,Software,Ottawa,2024-03-31,,Active,150,Band C,4,7.0,0,2024-04-03
6540,ede4d2a70581e161821e09ec5e71ea50b59b6458bf101e3f1c0d5544f212d367,Operations,L2,Operations,Ottawa,2025-05-02,,Active,109,Band D,3,5.8,0,2025-08-01
6541,3171371a75e685f1b6b56db90ff2ff32d396c31938e95fe9235a72de9b25ef89,Operations,L3,Product,Dublin,2024-09-21,2025-02-04,Terminated,896,Band A,4,8.1,1,
6542,c7ad43af1258979d8cdd04bf6aa900a38d05295517e17d6b2f71709a5dce2a8a,Finance,L1,Operations,Ottawa,2021-02-24,,Active,862,Band C,4,6.7,1,
6543,0f6b80a3b77e807e8e2ed9fd5fa92d877657b07979bf5832b1b7ddbb4daa1af1,Finance,L4,Customer Success,Dublin,2025-12-14,,Active,321,Band A,4,9.8,0,
6544,8399b3c2cd89bea1df4bfe866e7daa5c0e99c93cf2b207c88d134c62ad25ed26,Support,L5,Data,London,2024-04-02,2025-08-27,Terminated,683,Band A,3,7.6,3,
6545,983adc986531868a9ef48446fd07d5751982f6336ee073b10512d6568ad149e1,Finance,L2,Product,London,2020-11-29,,Active,579,Band D,3,6.4,0,2025-12-12
6546,9d5105a5f4cd1839745c0072ee44502b5d62316cae4d7580ab304d10a0ff4d1f,Marketing,L4,Finance,Toronto,2023-05-05,,Active,345,Band C,3,8.8,2,
6547,c1b4f8de804cb1ac668a0e56b5b67b0a8b7c96d3fb0c7828691b941b0e553583,Product,L2,Recruiting,Toronto,2022-08-12,,Active,634,Band B,3,9.4,0,
6548,0e563c377fa1e2197ae4e3abe7474962c6aad1a3c451a5fe9917c8470d542457,Sales,L2,Recruiting,Dublin,2025-03-28,,Active,675,Band B,3,7.1,1,
6549,f8a2a1141001a2a3a13575c012157d35998dee9714224e20988bd4120aa3449e,People,L3,Software,New York,2021-07-23,,Active,48,Band D,3,6.0,1,
6550,e1299b1fe6306876f5135f76e0403dd88c18ef5d0e1352f8d33c44d37e36d032,Marketing,L1,Data,New York,2023-10-28,,Active,585,Band E,3,6.4,0,2025-12-20
6551,f462d26aa077aadb6df8cfb16884712b97d74d7f29ce26fa35b57acf5d67b375,Sales,L1,Product,Ottawa,2021-12-30,,Active,643,Band E,3,8.2,0,
6552,9d798c6de0d54a6ac763167ae46856e58c2717f025f024f2e0a97d37831f897c,Engineering,L2,Data,Toronto,2021-06-30,,Active,825,Band C,4,8.2,0,2024-12-10
6553,414de552cad783d4f1d72168e039621f8cc8e1fd7b5971e3e0b72b9517185784,Operations,L6,Software,New York,2025-09-12,2026-03-30,Terminated,453,Band D,3,6.8,2,
6554,7c92e86bf407091f6b8d18aa695c662574a08ff84284104283b7a1ac48b4c478,People,L1,Finance,New York,2025-03-05,,Active,469,Band D,4,6.8,1,
6555,8603752eb7032210cdc9ad69052a741e24eb1bcb9516a4930136752e56bd78ed,Sales,L5,Operations,Dublin,2025-10-23,2025-11-10,Terminated,256,Band B,3,5.3,1,
6556,78a69c6fdc7b95f502f14d3c826b21528318ef248796d5a41478096973dd1ad6,Sales,L4,Recruiting,Toronto,2021-05-25,,Active,809,Band D,4,7.5,0,
6557,60954620d60802ed8ea0fda01bb0bd7aa18a728d9d604a418d19ce7372648f51,Finance,L6,Product,Toronto,2021-02-07,,Active,657,Band B,3,8.6,0,
6558,67a6e8768bea569a406f2c4689c0dd62926e01dfe00dcc240c111165ae98e749,Sales,L2,Software,New York,2022-06-01,,Active,143,Band B,4,7.6,0,
6559,5b3d0ceb392697f565110ba84bdfa99848b6a4e2b0e9fbd2779fcab324aa0cf6,Sales,L1,Data,Ottawa,2024-12-19,,Active,462,Band E,2,6.9,0,
6560,1d89cd7e54411b3939127ffd58882dbd517a06b1707f21ae3dd1856fe9e4c07e,Operations,L1,Recruiting,Ottawa,2025-10-08,,Active,414,Band C,3,7.8,0,2025-11-11
6561,fed1a952001c5c6f4a47c1839e311ab8d70de0fde569ec67148e7c920413414f,Engineering,L2,Customer Success,Dublin,2022-01-24,,Active,529,Band C,3,4.4,0,2022-09-27
6562,823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,Sales,L1,Operations,Ottawa,2024-05-01,,Active,841,Band B,4,4.8,3,
6563,1d0a226e065e44ce6e2438c09dd1b9359b526c1382d2d4f6956547add707333a,People,L1,Product,New York,2024-03-31,,Active,261,Band A,3,7.8,1,
6564,122961871d9f94be9a62259af5decbdebd96347b4ce91d4fb5fbf26e57a1a7d2,Operations,L1,Data,Dublin,2020-10-23,2020-11-24,Terminated,105,Band D,5,7.3,0,
6565,0ae3305415102d365f21b19b0ba90eebfebd1c4f38b79ae87dce1655a31650a4,Sales,L1,Product,Remote Canada,2024-07-29,,Active,83,Band A,2,6.6,2,
6566,073d3b0fd9092432dbfdd7efd66912e0c736eb01c5d31e5583bfb244d1c3b047,Support,L2,Operations,New York,2024-12-19,,Active,670,Band B,3,9.1,0,
6567,ee37c2f5b4fc7c885e9196245001fa6c130a92617012f40644cdbcb2605ee354,Operations,L2,Customer Success,Toronto,2023-03-21,,Active,705,Band A,4,6.0,0,2024-06-29
6568,8026c0fca20a68624bd640893f764dd69d62faebb55e15ce79ce461f000cbeeb,Sales,L1,Operations,New York,2023-07-21,,Active,386,Band A,2,8.1,0,2024-03-23
6569,91e1d1d06c87c4603cc50527ce4c26503d354b0b5f2b9e082abb5dca1c20391c,Product,L2,Recruiting,Ottawa,2021-11-22,,Active,183,Band C,3,4.7,0,
6570,cc3405bb7c70db758b09baa1de2c0181385271bddcd2f087dbfce27986b37a23,Operations,L1,Recruiting,New York,2023-03-09,,Active,690,Band B,3,4.0,0,2023-06-08
6571,28d0efc8e1848b4faf24a2fa6ae41f5831d1727600b31bad78367b2aab039047,Product,L3,Finance,Remote Canada,2023-12-29,,Active,53,Band B,3,7.0,0,
6572,01df2f8f80a112a3a266c4ef4222a6268d313373d9653de7f8563880c69506c0,Sales,L6,Product,Ottawa,2020-11-15,,Active,798,Band E,3,7.3,0,
6573,845548b9529063b54598f77d3d8b332d66e2537cf0228d934802120a777bad8a,Marketing,L2,Software,New York,2020-07-22,2025-09-19,Terminated,480,Band E,3,2.1,0,2020-10-02
6574,56280f252f312e642177e33fd389826f6b1ec99220fa41ab669330eb78d78363,Finance,L4,Data,New York,2023-07-23,,Active,188,Band D,2,7.7,1,
6575,0cf9e335a07c2901979bc071aa0ddb9c6d01e88e77a7a406f1edd7c213a26e93,Sales,L3,Software,London,2025-05-18,,Active,604,Band D,5,8.0,0,2026-05-05
6576,343c8d52baa0c98d0bbf5bef33246aa618dd628f73092ff20b8856293e8cb589,Operations,L4,Software,Dublin,2020-08-26,,Active,335,Band E,3,6.3,2,
6577,50f739f3e05795abda3096663260c27687a40ddd76db522404469e1f15dd2659,Finance,L2,Operations,Remote Canada,2026-01-17,,Active,692,Band B,3,6.5,0,
6578,660c4a65afffdadef14ce01d4c6152fca076b202abbc2ff1a969ede90b64872f,Finance,L3,Customer Success,New York,2021-03-12,,Active,567,Band C,4,6.3,0,2022-05-05
6579,c7ee488de027cdf2c9c3f7f1f1ee8de7d7756c60295d6ebc0486317439983701,Sales,L3,Software,London,2025-02-20,2026-03-12,Terminated,340,Band C,4,7.1,1,
6580,e571c88356b811ec4dc1d178b76a39a54c7ae6ebc10795b9fd0849a729280c1e,Marketing,L2,Software,London,2021-07-17,,Active,154,Band A,3,7.6,0,2025-04-29
6581,22ce386dda2c7de5ad2e03325a6c4d5f4864d5cd9f97653bd9f9e4d9f2555b16,Finance,L1,Customer Success,London,2026-04-18,,Active,322,Band D,3,7.5,0,
6582,7446b0b2cec27cb5b179d82e429e9a6dae29a8f74479de29aa5977aa46b6181f,Operations,L3,Software,Toronto,2022-12-25,2024-03-18,Terminated,36,Band B,5,7.8,0,
6583,060c9d7a12050d242ea666cbceb82dcb3915628a914816806b76075d0b35e84d,People,L4,Recruiting,Toronto,2021-04-24,,Active,451,Band D,3,9.0,1,
6584,6c9ca6c8cd8aee8a33e0e0159a61ab2bb772da5ce15a710f890e71915c227a3a,Support,L1,Data,Toronto,2025-03-24,,Active,194,Band D,3,6.7,0,2025-04-25
